60,96,168200,M,9,FA,VIOL FOOD/AGRI PROVISION,1-180 DA JAIL
60,96,141800,M,20,VC,USE/ETC FALSE INFORMATION/ETC ON DOCUMENTS TO DMV/CHP,1-180 DA JAIL
60,96,141600,M,27,VC,IMPERSONATE CHP OFFICER,1-180 DA JAIL
60,96,162600,M,31,VC,GIVE FALSE INFORMATION TO PEACE OFFICER,1-180 DA JAIL
25,900,68600,F,32,PC,ACCESSORY,"16 MO,2,3 YRS OR J"
60,96,92600,M,32,PC,ACCESSORY:PER 33 PC,1-365 DA JAIL
25,905,1000,F,37 (A),PC,TREASON,DEATH OR LIFE
25,995,36200,F,38,PC,MISPRISION OF TREASON,"16 MO,2,3 YRS"
25,940,18700,F,67,PC,BRIBE EXECUTIVE OFFICER,"2,3,4 YRS"
60,946,123400,M,67.5 (A),PC,BRIBE PUBLIC OFFICER/ETC,1-180 DA JAIL
25,940,33300,F,67.5 (B),PC,BRIBE PUBLIC OFFICER/ETC,"16 MO,2,3 YRS"
25,940,18800,F,68,PC,ASK/RECEIVE BRIBE,"2,3,4 YRS"
6,345,37300,F,69,PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,"16 MO,2,3 YRS OR J"
30,346,89500,M,69,PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,1-365 DA JAIL OR F
60,946,123300,M,70 (A),PC,ASK/ACCEPT/ETC GRATUITY/ETC FOR OFFICIAL ACT,1-180 DA JAIL
60,946,102450,M,70.5,PC,COMMS ACPT FEE FR MARRIAG,1-365 DA JAIL
6,345,40500,F,71,PC,THREATEN SCHOOL/PUBLIC OFFICER/EMPLOYEE,"16 MO,2,3 YRS OR J"
30,346,89500,M,71,PC,THREATEN SCHOOL/PUBLIC OFFICER/EMPLOYEE,1-365 DA JAIL OR F
6,345,40300,F,71 (A)(2),PC,THREATN SCH/PUB OFCR W/PR,"16 MO,2,3 YRS"
9,550,53300,F,72,PC,PRESENT FALSE CLAIM,"16 MO,2,3 YRS OR J"
32,556,99900,M,72,PC,PRESENT FALSE CLAIM,1-365 DA JAIL
9,550,53300,F,72.5 (A),PC,SK PUB FND REIMB ATND FNC,"16 MO,2,3 YRS"
32,556,99800,M,72.5 (A),PC,SK PUB FND REIMB ATND FNC,1-365 DA JAIL
9,550,53300,F,72.5 (B),PC,SK PUB FND REIMB ADMT FNC,"16 MO,2,3 YRS"
32,556,99800,M,72.5 (B),PC,SK PUB FND REIMB ADMT FNC,1-365 DA JAIL
60,946,123500,M,73,PC,BUY APPOINTMENT TO OFFICE,1-180 DA JAIL
60,96,175200,M,74,PC,TAKE REWARD FOR DEPUTATION,FINE
6,345,40100,F,76 (A),PC,THREATEN/ETC ELECTED OFFICIAL/JUDGE/ETC,"16 MO,2,3 YRS OR J"
30,346,89500,M,76 (A),PC,THREATEN/ETC ELECTED OFFICIAL/JUDGE/ETC,1-365 DA JAIL
25,940,19200,F,85,PC,GIVE/OFFER BRIBE TO LEGISLATOR,"2,3,4 YRS"
25,940,19000,F,86,PC,LEGISLATOR RECEIVE/ETC BRIBE,"2,3,4 YRS"
25,941,19300,F,92,PC,OFFER/ETC BRIBE TO JUDGE/JUROR/ETC,"2,3,4 YRS"
25,941,19400,F,93,PC,JUDGE/JUROR/ETC RECEIVE/ETC BRIBE,"2,3,4 YRS"
60,99,168200,M,93,LC,DISOBEY SUBPOENA,1-180 DA JAIL
60,946,123600,M,94,PC,JUDICIAL OFFICER RECEIVE/ETC GRATUITY,1-180 DA JAIL
60,946,123700,M,94.5,PC,JUDICIAL OFFICER ACCEPT MONEY/ETC TO MARRY,1-180 DA JAIL
25,943,69300,F,95,PC,INFLUENCE JUROR/ETC,"16 MO,2,3 YRS OR F"
6,345,40410,F,95.1,PC,THREATEN JUROR AFTER VERDICT IS RENDERED,"16 MO,2,3 YRS OR J"
30,399,90800,M,95.1,PC,THRTN JUROR POST VERDICT,1-365 DA JAIL
60,96,139900,M,95.2,PC,PRVD DEF WITH JUROR INFO,1-180 DA JAIL
60,96,139900,M,95.3,PC,PI PROVID DEF W/ JUR INFO,1-180 DA JAIL
25,943,69500,F,96,PC,MISCONDUCT OF JUROR/ARBITRATOR/ETC,"16 MO,2,3 YRS OR F"
60,96,92600,M,96.5 (A),PC,JUDGE OBSTRUCTS JUSTICE,1-365 DA JAIL
60,946,123800,M,97,PC,JUDGE/CONSTABLE PURCHASE JUDGMENT,1-180 DA JAIL
60,99,168200,M,98.6 (B)(2),LC,FAIL TO HIRE/PROMOTE/RESTORE FORMER EMPLOYEE AFTER HEARING,1-180 DA JAIL
25,995,67500,F,99,PC,STATE PRNT OUTSIDE CNTRCT,"16 MO,2,3 YRS"
25,995,66500,F,100,PC,COLLSN SUPERINT ST PRNTNG,"16 MO,2,3 YRS"
60,96,150300,M,102,PC,RETAKE/ETC GOODS FROM OFFICER/ETC,1-180 DA JAIL
22,873,61600,F,107,PC,ESCAPE FROM PUBLIC TRAINING SCHOOL/ETC,"16 MO,2,3 YRS OR F"
22,875,61800,F,109,PC,AID/ETC ESCAPE FROM PUBLIC TRAINING SCHOOL/ETC,"16 MO,2,3 YRS OR F"
22,875,31600,F,110,PC,FURNISH INMATE WITH ESCAPE EQUIPMENT,"16 MO,2,3 YRS"
33,587,93600,M,112 (A),PC,MANUFACTURE/SELL FALSE GOVERNMENT DOCUMENT,1-365 DA JAIL
11,580,4050,F,113,PC,MANUFACTURE/ETC FALSE CITIZENSHIP/ETC DOCUMENTS,5 YRS OR FINE
11,580,4051,F,114,PC,USE FALSE CITIZENSHIP/ETC DOCUMENTS,5 YRS OR FINE
9,550,26900,F,115 (A),PC,OFFER/ETC FALSE/FORGED INSTRUMENT TO FILE,"16 MO,2,3 YRS"
25,990,76200,F,115.1 (B),PC,PUBLSH FLS CAMPGN ADVERT,"16 MO,2,3 YRS"
60,99,167000,M,115.1 (B),PC,PUBLSH FLS CAMPGN ADVERT,1-180 DA JAIL
60,99,167000,M,115.2 (A),PC,PUBLSH FALSE CAMPAIGN ADV,1-180 DA JAIL
60,99,167000,M,115.25 (A),PC,PROD DOC INACC EMERG INFO,1-180 DA JAIL
32,558,110400,M,115.3,PC,ALTERS/ETC CERTIFIED COPY OF OFFICIAL RECORD,1-180 DA JAIL
32,558,174520,M,115.5 (A),PC,FILE FALSE/ETC DOCUMENTS FOR TITLE/ETC ON REAL ESTATE,FINE
9,550,26910,F,115.5 (B),PC,FALSE STATEMENT TO NOTARY PUBLIC,"16 MO,2,3 YRS"
9,550,26400,F,116,PC,TAMPERING  WITH JURY LIST,"16 MO,2,3 YRS"
60,96,142805,M,116.5 (A),PC,JURY TAMPERING,1-180 DA JAIL
9,550,26500,F,117,PC,FALSIFY JURY LIST,"16 MO,2,3 YRS"
25,980,20200,F,118 (A),PC,PERJURY,"2,3,4 YRS"
25,980,20300,F,118 A,PC,FALSE AFFIDAVIT AS PERJURY,"2,3,4 YRS"
25,980,78120,F,118.1,PC,PEACE OFFICER FILES FALSE REPORT,"1,2,3 YRS OR J"
60,986,97410,M,118.1,PC,PEACE OFFICER KNOWINGLY FILES FALSE REPORT,1-365 DA JAIL
60,96,148600,M,119 (A)(1),BP,DISPLAY/ETC REVOKED/ETC LICENSE,1-180 DA JAIL
60,96,148600,M,119 (C),BP,DISPLAY/ETC ANOTHER'S LICENSE,1-180 DA JAIL
60,96,148600,M,119 (F),BP,UNAUTHORIZED POSSESSION/REPRODUCTION OF LICENSE,1-180 DA JAIL
60,96,148600,M,123 (A),BP,SUBVERT LICENSING EXAM,1-180 DA JAIL
60,96,148600,M,125,BP,BUSINESS/PROFESSIONAL LICENSEE CONSPIRE W/UNLICENSED,1-180 DA JAIL
25,980,20500,F,127,PC,SUBORNATION OF PERJURY,"2,3,4 YRS"
1,110,1100,F,128,PC,PERJURY:INNOCENT PERSON EXECUTED,DEATH OR LIFE
25,980,20600,F,129,PC,FALSE STATEMENT UNDER OATH,"2,3,4 YRS"
60,96,88600,M,131,PC,FRDLNT CNDCT DURNG INVEST,1-365 DA JAIL
60,49,168400,M,131,HN,OBSTRUCT NAVIGATION OF ANY NAVIGABLE WATERS,1-180 DA JAIL
25,981,35100,F,132,PC,OFFER FALSE EVIDENCE,"16 MO,2,3 YRS"
60,946,125400,M,132.5 (A),PC,UNLAWFUL WITNESS COMPNSTN,1-180 DA JAIL
60,986,125500,M,133,PC,DECEIVE WITNESS,1-180 DA JAIL
60,49,168400,M,133 (A),HN,DISCHARGE FUEL OIL FROM ANY VESSEL INTO NAVIGABLE WATERS,1-180 DA JAIL
9,550,26800,F,134,PC,PREPARE FALSE EVIDENCE,"16 MO,2,3 YRS"
60,96,150200,M,135,PC,DESTROY/CONCEAL EVIDENCE,1-180 DA JAIL
60,96,150200,M,135.5,PC,ALTER/ETC EVIDENCE:HARM PUBLIC SAFETY OFFICER,1-180 DA JAIL
25,981,46300,F,136.1 (A)(1),PC,PREVENT/DISSUADE VICTIM/WITNESS,"16 MO,2,3 YRS OR J"
60,986,97410,M,136.1 (A)(1),PC,PREVENT/DISSUADE WITNESS/VICTIM,1-365 DA JAIL
25,981,46300,F,136.1 (A)(2),PC,ATTEMPT TO PREVENT/DISSUADE VICTIM/WITNESS,"16 MO,2,3 YRS OR J"
60,986,97410,M,136.1 (A)(2),PC,ATTEMPT TO PREVENT/DISSUADE WITNESS/VICTIM,1-365 DA JAIL
25,981,46300,F,136.1 (B)(1),PC,ATTEMPT TO PREVENT/DISSUADE VICTIM/WITNESS FROM REPORTING,"16 MO,2,3 YRS OR J"
60,986,97410,M,136.1 (B)(1),PC,PREVENT/DISSUADE WITNESS/VICTIM FROM  REPORTING,1-365 DA JAIL
25,981,46300,F,136.1 (B)(2),PC,ATTEMPT TO PREVENT/DISSUADE VICTIM/WITNESS FROM PROSECUTING,"16 MO,2,3 YRS OR J"
60,986,97410,M,136.1 (B)(2),PC,PREVENT/DISSUADE WITNESS/VICTIM FROM PROSECUTING,1-365 DA JAIL
25,981,46300,F,136.1 (B)(3),PC,ATTEMPT PREVENT/DISSUADE VICTIM/WITNESS FROM SEEKING ARREST,"16 MO,2,3 YRS OR J"
60,986,97410,M,136.1 (B)(3),PC,PREVENT/DISSUADE WITNESS/VICTIM FROM SEEKING ARREST,1-365 DA JAIL
25,981,19700,F,136.1 (C)(1),PC,PREVENT/DISSUADE WITNESS VICTIM BY THREAT/FORCE,"2,3,4 YRS"
25,981,19700,F,136.1 (C)(2),PC,PREVENT/DISSUADE WITNESS/VICTIM:CONSPIRACY,"2,3,4 YRS"
25,981,19700,F,136.1 (C)(3),PC,PREVENT/DISSUADE WITNESS/VICTIM:PRIOR CONVICTION,"2,3,4 YRS"
25,981,19700,F,136.1 (C)(4),PC,PREVENT/DISSUADE WITNESS/VICTIM FOR GAIN,"2,3,4 YRS"
50,846,91535,M,136.2 (A)(7)(B)2,PC,POSSESS/OWN/RECEIVE FIREARM WHILE PROTECTIVE ORDER IN EFFECT,1-365 DA JAIL
25,981,69200,F,136.5,PC,CARRY DEADLY WEAPON W/INTENT TO INTIMIDATE WITNESS/VICTIM,"16 MO,2,3 YRS OR J"
60,986,97410,M,136.5,PC,DEADLY WPN/INTIM WIT/VIC,1-365 DA JAIL
25,981,69400,F,136.7,PC,SEX OFFENDER GIVE OTHER PRISONER WIT/ETC ID/ETC:INT:HARASS,"16 MO,2,3 YRS OR J"
30,399,90800,M,136.7,PC,SX OFN RVL WIT INFO PRSNR,1-365 DA JAIL
25,943,34600,F,137 (A),PC,INFLUENCE TESTIMONY BY BRIBE,"16 MO,2,3 YRS"
25,943,19500,F,137 (B),PC,INDUCE FALSE TESTIMONY BY FORCE/THREAT/FRAUD,"2,3,4 YRS"
60,946,123900,M,137 (C),PC,INDUCE FALSE TESTIMONY,1-180 DA JAIL
25,943,34700,F,138 (A),PC,BRIBE WITNESS TO DISSUADE FROM ATTENDING TRIAL,"16 MO,2,3 YRS"
25,943,34700,F,138 (B),PC,WITNESS RECEIVE/ETC BRIBE,"16 MO,2,3 YRS"
6,345,22510,F,139 (A),PC,FELON THREATEN TO USE FORCE/ETC ON WITNESS/ETC,"2,3,4 YRS OR J"
30,399,90800,M,139 (A),PC,FELN THRT FRC/ETC:WIT/ETC,1-365 DA JAIL
6,345,22512,F,140 (A),PC,USE/THREATEN FORCE/ETC ON WITNESS/VICTIM OF CRIME,"2,3,4 YRS OR J"
30,399,103400,M,140 (A),PC,USE/THREATEN FORCE/ETC ON WITNESS/VICTIM OF CRIME,1-180 DA JAIL
60,96,150200,M,141 (A),PC,ALTER/ETC PHYSICAL MATTER WITH INTENT TO CHARGE WITH A CRIME,1-180 DA JAIL
25,981,14790,F,141 (B),PC,PO ALTER/ETC PHYSICAL MATTER WITH INTENT TO CHARGE W/CRIME,"2,3,5 YRS"
25,981,33000,F,141 (C),PC,PROS ATTORNEY ALTER PHYS MATTER W/INTENT CHNG CASE OUTCOME,"16 MO, 2, 3 YRS"
25,995,72400,F,142 (A),PC,PEACE OFFICER REFUSE TO ARREST,"16 MO,2,3 YRS OR J"
60,96,98000,M,142 (A),PC,PC OFCR REFUSE TO ARREST,1-365 DA JAIL
60,96,150400,M,145,PC,DELAY TAKING BEFORE JUDGE,1-180 DA JAIL
60,96,142100,M,146 (A),PC,MAKE ARREST/ETC WITHOUT AUTHORITY,1-180 DA JAIL
60,96,142100,M,146 (B),PC,SEIZE/LEVY PRPTY W/O AUTH,1-180 DA JAIL
60,96,142100,M,146 (C),PC,DSPSSESS LND/ETC W/O AUTH,1-180 DA JAIL
60,96,142300,M,146 A(A),PC,IMPERSONATE STATE DEPUTY/ETC,1-180 DA JAIL
60,96,142300,M,146 A(A)(1),PC,FLS DEPUTY/ETC ARREST/DTN,1-180 DA JAIL
60,96,142300,M,146 A(A)(2),PC,FLS DEPUTY/ETC INTIMIDATE,1-180 DA JAIL
60,96,142300,M,146 A(A)(3),PC,FLS DEPUTY/ETC SRCH PERSN,1-180 DA JAIL
60,96,142300,M,146 A(A)(4),PC,FLS DEPUTY/ETC OBTN MONEY,1-180 DA JAIL
25,995,72912,F,146 A(B)(1),PC,FLS PUB OFCR ARREST/DETAN,"16 MO,2,3 YRS"
60,96,91650,M,146 A(B)(1),PC,FLS PUB OFCR ARREST/DETAN,1-365 DA JAIL
25,995,72912,F,146 A(B)(2),PC,FLS PUB OFCR INTIMIDATE,"16 MO,2,3 YRS"
60,96,91650,M,146 A(B)(2),PC,FLS PUB OFCR INTIMIDATE,1-365 DA JAIL
25,995,72912,F,146 A(B)(3),PC,FLS PUB OFCR SEARCH PERSN,"16 MO,2,3 YRS"
60,96,91650,M,146 A(B)(3),PC,FLS PUB OFCR SEARCH PERSN,1-365 DA JAIL
25,995,72912,F,146 A(B)(4),PC,FLS PUB OFCR OBTAIN MONEY,"16 MO,2,3 YRS"
60,96,91650,M,146 A(B)(4),PC,FLS PUB OFCR OBTAIN MONEY,1-365 DA JAIL
60,96,142400,M,146 B,PC,REQUEST/ETC INFORMATION IN GUISE OF GOVERNMENT ENTITY,1-180 DA JAIL
60,96,142500,M,146 C,PC,ILLEGAL USE PEACE OFFICER/ETC NAME,1-180 DA JAIL
60,96,142600,M,146 D,PC,SELL/ETC BADGE/ETC FOR FAVORED TREATMENT,1-180 DA JAIL
60,96,142700,M,146 E(A),PC,DISCLOSE/ETC PEACE OFFICER/ETC ADDRESS/ETC,1-180 DA JAIL
6,345,23820,F,146 E(B),PC,DISCLOSE/ETC PO/ETC ADDRESS/ETC:RESULT:BODILY INJURY,"16 MO,2,3 YRS"
60,96,168200,M,146 G(A)(1),PC,PEACE OFFICER/ETC DISCLOSE INFORMATION FOR FINANCIAL GAIN,FINE
60,96,168200,M,146 G(A)(2),PC,PEACE OFFICER/ETC SOLICITS FOR FINANCIAL GAIN EXCHANGE INFO,FINE
60,96,168200,M,146 G(B),PC,PO/ETC SOLICT FINANC GAIN,FINE
60,96,168200,M,146 G(C)(1),PC,PEACE OFFICER SOLICIT FOR FINANCIAL GAIN THE SELL OF PHOTO,FINE
60,96,168200,M,146 G(C)2,PC,PO/ETC SOLICT DISCL PHOTO,FINE
30,399,173800,M,147,PC,INHUMANITY TO PRISONERS,FINE
30,346,89500,M,148 (A)(1),PC,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,1-365 DA JAIL
60,96,97700,M,148 (A)(2),PC,OBSTRUCT/DISRUPTS/ETC PUBLIC SAFETY RADIO FREQUENCY,1-365 DA JAIL
6,345,41100,F,148 (B),PC,REMOVE/ETC WEAPON FROM PEACE OFFICER/ETC:NOT FIREARM,"16 MO,2,3 YRS OR J"
30,346,89500,M,148 (B),PC,REMOVE/ETC POLICE OFFICER/ETC WEAPON:NON-FIREARM,1-365 DA JAIL
6,345,23700,F,148 (C),PC,REMOVE/ETC PEACE OFFICER/ETC FIREARM:SPEC CIRC,"16 MO,2,3 YRS"
6,345,41100,F,148 (D),PC,ATTEMPT TO REMOVE/ETC FIREARM FROM PEACE OFFICER/ETC,"16 MO,2,3 YRS OR J"
30,346,89500,M,148 (D),PC,ATTEMPT TO REMOVE/ETC FIREARM FROM PEACE OFFICER/ETC,1-365 DA JAIL
6,345,41100,F,148 (D)(1),PC,ATT REMOVE FIREARM FROM PEACE OFFICER/ETC:SPEC CIRC,"16 MO,2,3 YRS OR J"
6,390,42100,F,148.1 (A),PC,FALSE BOMB/ETC REPORT TO PEACE OFFICER/MEDIA/ETC,"16 MO,2,3 YRS OR J"
30,399,90900,M,148.1 (A),PC,FALSE BOMB/ETC REPORT TO POLICE/MEDIA/ETC,1-365 DA JAIL
6,390,42100,F,148.1 (B),PC,FALSE BOMB/ETC REPORT TO ON DUTY PEACE OFFICER,"16 MO,2,3 YRS OR J"
30,399,90900,M,148.1 (B),PC,FALSE BOMB REPORT ON DUTY,1-365 DA JAIL
6,390,42100,F,148.1 (C),PC,FALSE BOMB/ETC REPORT TO ANY PERSON,"16 MO,2,3 YRS OR J"
30,399,90900,M,148.1 (C),PC,FALSE BOMB REPORT,1-365 DA JAIL
6,390,42100,F,148.1 (D),PC,GIVE/PLACE/ETC FALSE BOMB,"16 MO,2,3 YRS OR J"
30,399,90800,M,148.1 (D),PC,GIVE/PLACE/ETC FALSE BOMB,1-365 DA JAIL
6,342,22505,F,148.10 (A),PC,RESIST PEACE OFFICER RESULTING IN DEATH/SBI,"2,3,4 YRS OR J"
